FG,版次,物料描述,工厂,BOM用途,创建日期,修改日期,component,版次,组件描述,quantity,超领率,UOM,采购类型,优先级,替代组,使用可能性,ICT项目类别,排序字符串,项目文本行 2,策略,与核算成本相关标识,项目文本行1,生产仓储地点
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,10/31/22,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,10/31/22,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,10/31/22,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,10/31/22,350-0227,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,1/17/22,10/31/22,330-0024,1A,"Label,90*60*0.1mm,white,blank",31.300,0,ZPC,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,1/17/22,10/31/22,350-0027,3A,"Carton,505*285*245,innolight,shipments",6.300,0,ZPC,F,0,,0,L,,,,X,,5016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,140-0848,1A,"IC,bare Die,4x25G Driver",1000.000,0.80,ST,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,140-0849,1A,"IC,bare Die,4x25G TIA",1000.000,0.80,ST,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,280-1018,1A,25G GaAs 1x4PIN array,1000.000,1.80,ST,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,280-1428,1A,lens ass(2.0dB attenuation)QSFP28 SR4,1000.000,0,ST,E,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,283-0019,1A,25Gb/s 1x4 Array Oxide VCSEL low power,1000.000,1.60,ST,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,310-0238,1A,"Acrylate,Innolight,UV-002,30ml/支",10.000,0,ML,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,310-0284,1A,"Acrylate,Innolight,UV-006,3ml/支",5.000,1.80,ML,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,310-0368,1A,"Epoxy,Innolight,T-48,18G/支",4.000,0,G,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,310-0395,1A,"Epoxy,Innolight,T-004,3ml/支",35.000,0,ML,F,0,A1,0,L,,,1,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,313-0010,1A,"Epoxy,Innolight,T-001,3ml/支",35.000,0,ML,F,0,A1,100,L,,,1,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,330-0234,1A,"Label,14.0*4.0*0.1mm,for Auto",2000.000,0,ST,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000.000,0.50,ST,F,0,,0,L,,,,X,,3016
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,621-00D3,13,"Firmware,N72,QSFP28-SR4 V3S(Low)2108&09",1000.000,0,ST,E,0,,0,N,D309,,,,,
262-0045,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L M6G PCB",1000,1,5/31/21,4/12/23,910-0067,1A,Gold Wire UB-1.0MIL,0.009,0,ZPC,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,140-0848,1A,"IC,bare Die,4x25G Driver",1000.000,0.80,ST,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,140-0849,1A,"IC,bare Die,4x25G TIA",1000.000,0.80,ST,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,280-1018,1A,25G GaAs 1x4PIN array,1000.000,1.80,ST,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,280-1428,1A,lens ass(2.0dB attenuation)QSFP28 SR4,1000.000,0,ST,E,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,283-0019,1A,25Gb/s 1x4 Array Oxide VCSEL low power,1000.000,1.60,ST,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,310-0238,1A,"Acrylate,Innolight,UV-002,30ml/支",10.000,0,ML,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,310-0284,1A,"Acrylate,Innolight,UV-006,3ml/支",5.000,1.80,ML,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,310-0368,1A,"Epoxy,Innolight,T-48,18G/支",4.000,0,G,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,310-0395,1A,"Epoxy,Innolight,T-004,3ml/支",35.000,0,ML,F,0,A1,0,L,,,1,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,313-0010,1A,"Epoxy,Innolight,T-001,3ml/支",35.000,0,ML,F,0,A1,100,L,,,1,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,330-0234,1A,"Label,14.0*4.0*0.1mm,for Auto",2000.000,0,ST,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000.000,0.50,ST,F,0,,0,L,,,,X,,3016
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,621-00D3,13,"Firmware,N72,QSFP28-SR4 V3S(Low)2108&09",1000.000,0,ST,E,0,,0,N,D309,,,,,
262-0044,1A,"OE BOM,Q28 SR4 G3,Avago+GCS,4L PCB",1000,1,5/31/21,4/12/23,910-0067,1A,Gold Wire UB-1.0MIL,0.009,0,ZPC,F,0,,0,L,,,,X,,3016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,611-2073,1A,"S/ID 100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,612-1022,1A,"A/W 100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,613-2024,1A,Label file NCE QSFP28 SR4 Ciena,1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,617-0265,1A,"Mod User,100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,618-0092,1A,"F/S,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,619-0554,1A,"Config&CusApp 100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,,621-00D3,13,"Firmware,N72,QSFP28-SR4 V3S(Low)2108&09",1000.000,0,ST,E,0,,0,N,D30C,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,330-0088,1A,"Label,29.0*15.0*0.1,white,Blank",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,350-0087,1A,"EPE sponge,110x85x75mm,pink,pack",66.670,0,ZPC,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,350-0158,1A,"Tray,154x77x18mm,shipments",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,350-0129,1A,"Carton,167*82*20mm,blank,Extreme",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,330-0203,1A,"Label,20.0*50.0,Yellow,Extreme Packing",3000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0087,1A,"Label,26.0*15.0*0.1,white,Blank",67.000,0,ST,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0024,1A,"Label,90*60*0.1mm,white,blank",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0025,1A,"Label,150*100*0.1,white,bk,ESK outer box",67.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0194,1A,"Label,60×40mm,white,blank,pack label",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,1/17/22,10/31/22,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",67.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,1/17/22,10/31/22,350-0025,3A,"Carton,270*239*109,blank,shipments pack",67.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,1/17/22,10/31/22,350-0026,3A,"Carton,505*285*245,blank,shipments",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,3/17/22,,601-2417,1A,"Prod,N123,100G SR4,GN3,Cisco",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,3/17/22,,602-1650,1A,"FQC,N123,100G SR4,GN3,Cisco",1000.000,0,ST,E,0,,0,N,,,,,,
500-5957,1A,"100G Q28 SR4 G3,100m,Avago Vcsel Ciena",1000,1,3/17/22,,671-0350,1A,"trans test,100G SR4,GN3,Cisco",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,502-2523,1A,"Module Assy,100G SR4 G3 Sony Vcsel Std",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,611-2073,1A,"S/ID 100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,612-1022,1A,"A/W 100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,613-2024,1A,Label file NCE QSFP28 SR4 Ciena,1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,617-0265,1A,"Mod User,100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,618-0092,1A,"F/S,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,619-0554,1A,"Config&CusApp 100G Q28 SR4 G3,100m Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,,621-00D3,13,"Firmware,N72,QSFP28-SR4 V3S(Low)2108&09",1000.000,0,ST,E,0,,0,N,D30C,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,10/31/22,330-0088,1A,"Label,29.0*15.0*0.1,white,Blank",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,10/31/22,350-0087,1A,"EPE sponge,110x85x75mm,pink,pack",66.670,0,ZPC,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,10/31/22,350-0158,1A,"Tray,154x77x18mm,shipments",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,10/31/22,350-0129,1A,"Carton,167*82*20mm,blank,Extreme",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,6/3/21,10/31/22,330-0203,1A,"Label,20.0*50.0,Yellow,Extreme Packing",3000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0087,1A,"Label,26.0*15.0*0.1,white,Blank",67.000,0,ST,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,8/21/23,613-1075,1C,"label file,QSFP28 LR4 Ethernet,for Ciena",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0024,1A,"Label,90*60*0.1mm,white,blank",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0025,1A,"Label,150*100*0.1,white,bk,ESK outer box",67.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,10/31/22,330-0194,1A,"Label,60×40mm,white,blank,pack label",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,10/31/22,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",67.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,10/31/22,350-0025,3A,"Carton,270*239*109,blank,shipments pack",67.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,1/17/22,10/31/22,350-0026,3A,"Carton,505*285*245,blank,shipments",17.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,3/17/22,8/21/23,601-2417,1A,"Prod,N123,100G SR4,GN3,Cisco",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,3/17/22,8/21/23,602-1650,1A,"FQC,N123,100G SR4,GN3,Cisco",1000.000,0,ST,E,0,,0,N,,,,,,
500-5958,1A,"100G Q28 SR4 G3,100m,Sony Vcsel Ciena",1000,1,3/17/22,8/21/23,671-0350,1A,"trans test,100G SR4,GN3,Cisco",1000.000,0,ST,E,0,,0,N,,,,,,
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,1/17/23,504-1972,1B,"OE BOM,100G Gen3,Avago Vcsel,Stand+GCS",1000.000,0,ST,E,2,A1,0,L,,,1,X,,5016
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,12/5/22,300-0316,1A,"Housing Body,COST DOWN",1000.000,0.20,ST,F,0,,0,L,,,,X,,6010
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,12/5/22,300-0317,1B,"Housing LID,COST DOWN",1000.000,0.20,ST,F,0,,0,L,,,,X,,6010
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,12/5/22,310-0357,1B,"Pull Tab+Lach,Beige color",1000.000,0.10,ST,F,0,,0,L,,,,X,,6010
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,320-0284,1A,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",2000.000,1.10,ST,F,0,,0,L,,,,X,,5016
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,311-0207,1A,"Thermal Pad,13.5*13.5*1mm",1000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,310-0166,1A,"advanced thermal pad,5*5*1.0mm",1000.000,0.20,ST,F,0,,0,L,,,,X,,5016
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,302-0004,1B,TSLG Nylok Screw M1.4x0.3x5.45,2000.000,0.10,ST,F,0,,0,L,,,,X,,5016
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,310-0440,2A,"MPO dust cover,Silicon rubber,black",1000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,12/5/22,320-0109,2C,MPO adapter,1000.000,0,ST,F,0,,0,L,,,,X,,6010
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,6/3/21,10/31/22,310-0376,1B,"EMI Pad,Gray,3.6*3.6*1.0mm",2000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2795,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Ciena",1000,1,1/17/23,,504-1973,1B,"OE BOM,100G Gen3,AVAGO LP+GCS",1000.000,0,ST,E,1,A1,100,L,,,1,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,262-0016,1A,"OE BOM,QSFP28 SR4 GEN3 with  Avago&ULM",1000.000,0,ST,E,0,A1,0,L,,,1,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,262-0018,1B,"OE BOM,QSFP28 SR4 GEN3 with Avago+GCS",1000.000,0,ST,E,0,A1,0,L,,,1,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,12/5/22,300-0316,1A,"Housing Body,COST DOWN",1000.000,0.20,ST,F,0,,0,L,,,,X,,6010
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,12/5/22,300-0317,1B,"Housing LID,COST DOWN",1000.000,0.20,ST,F,0,,0,L,,,,X,,6010
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,302-0004,1B,TSLG Nylok Screw M1.4x0.3x5.45,2000.000,0.10,ST,F,0,,0,L,,,,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,310-0166,1A,"advanced thermal pad,5*5*1.0mm",1000.000,0.20,ST,F,0,,0,L,,,,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,12/5/22,310-0505,1B,"Pull tab,beige,for HT",1000.000,1.20,ST,F,0,,0,L,,,,X,,6010
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,310-0376,1B,"EMI Pad,Gray,3.6*3.6*1.0mm",2000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,310-0440,2A,"MPO dust cover,Silicon rubber,black",1000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,311-0207,1A,"Thermal Pad,13.5*13.5*1mm",1000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,12/5/22,320-0109,2C,MPO adapter,1000.000,0,ST,F,0,,0,L,,,,X,,6010
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,320-0284,1A,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",2000.000,1.10,ST,F,0,,0,L,,,,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,504-1821,1B,"OE,100G SR4 Gen3,AVAGO LP+ULM PD,Stand",1000.000,0,ST,E,0,A1,0,L,,,1,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,7/6/21,10/31/22,504-1973,1B,"OE BOM,100G Gen3,AVAGO LP+GCS",1000.000,0,ST,E,0,A1,100,L,,,1,X,,5016
502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000,1,9/26/21,10/31/22,504-1972,1B,"OE BOM,100G Gen3,Avago Vcsel,Stand+GCS",1000.000,0,ST,E,0,A1,0,L,,,1,X,,5016
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,502-2810,1A,"Mod BOM,N143,100G SR4 Gen3 vago LP,HT",1000.000,0,ST,E,0,,0,N,,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,611-1467,1A,"S/ID,100G SR4 V2 Sony ES2,HT 34061089",1000.000,0,ST,E,0,,0,N,,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,612-0657,1A,"A/W,N71,100G SR4 V2 Sony ES2,HT 34061089",1000.000,0,ST,E,0,,0,N,,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,613-1574,1A,"label,N00,100G SR4 V2,HT(34061089-001)",1000.000,0,ST,E,0,,0,N,,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,617-0123,1A,"Mod User,TR-FC85S-N90,Q28 SR4 V2 HT",1000.000,0,ST,E,0,,0,N,,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,618-0092,1A,"F/S,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,619-0571,1A,Con&Cus N144 100G Q28 SR4 Gen3 HT,1000.000,0,ST,E,0,,0,N,,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,,621-00D3,13,"Firmware,N72,QSFP28-SR4 V3S(Low)2108&09",1000.000,0,ST,E,0,,0,N,D30C,,,,,
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,10/31/22,330-0005,2A,blank label,25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,10/31/22,330-0162,1A,"Label,29x15x0.1mm,white,HW",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,10/31/22,330-0307,1A,"Label,100*70*0.1mm,white,For HT outerbox",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,10/31/22,350-0026,3A,"Carton,505*285*245,blank,shipments",6.250,0,ZPC,F,0,,0,L,,,,X,,5016
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,10/31/22,330-0006,1A,"Label,80×50mm,white,blank",19.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,10/31/22,350-0038,2A,"Antistatic bag,344mm*250mm,silver gray",1.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5987,1B,100G Q28 SR4 Gen3 HT(34061089-001),1000,1,7/7/21,10/31/22,350-0029,1B,粉红防静电EPE 220*210*15MM,1.000,0,ZPC,F,0,,0,L,,,,X,,5016
